,Number,Italian,Original,English_opus-mt-tc-big-it-en_df1,rating_score,rating_opus-mt_df1,NLTKPositive,NLTKNegative,NLTKNeutral,NLTKSentiment,NLTKPositive-G,NLTKNegative-G,NLTKNeutral-G,NLTKSentiment-G,TextblobSentimentPolarity,TextblobSentimentSubjectivity,TextblobSentimentPolarity-G,TextblobSentimentSubjectivity-G,FlairSentiment,FlairSentiment-G,PatternSentimentPolarity,PatternSentimentSubjectivity,PatternSentimentPolarity-G,PatternSentimentSubjectivity-G,English_opus-mt-tc-big-it-en,English_Google,rating_score_google,rating_opus-mt,Opus,Google,Ideal Human Translation,BLEU_score_mt,chrF_score_mt,BLEU_score_gt,chrF_score_gt
84,117,"A me interessa poco chi vince il campionato, le squadre per me sono tutte uguali",0,"I care little who wins the championship, the teams for me are all the same",0.6399,0.8598,0.464,0.0,0.536,0.8598,0.277,0.102,0.62,0.6399,0.0375,0.2749999999999999,0.2346153846153846,0.3032051282051282, POSITIVE (0.8892), NEGATIVE (1.0),0.0375,0.2749999999999999,0.2346153846153846,0.3032051282051282,"I care little who wins the championship, the teams for me are all the same","I am not very interested in those who win the championship, the teams are all the same for me",0.6399,0.8598,False,True,"I am not very interested in those who win the championship, the teams are all the same for me",BLEU = 33.86 81.2/53.3/35.7/23.1 (BP = 0.779 ratio = 0.800 hyp_len = 16 ref_len = 20),chrF2 = 58.23,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 20 ref_len = 20),chrF2 = 100.00
85,118,"Mi piacciono tutti i tipi di cibo, non ho preferenza",0,"I like all kinds of food, I have no preference",0.0772,0.0772,0.234,0.206,0.561,0.0772,0.234,0.206,0.561,0.0772,0.0,0.0,0.0,0.0, POSITIVE (0.7221), POSITIVE (0.6723),0.0,0.0,0.0,0.0,"I like all kinds of food, I have no preference","I like all types of food, I have no preference",0.0772,0.0772,True,False,"I like all kinds of food, I have no preference",BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),chrF2 = 100.00,BLEU = 70.17 90.9/80.0/66.7/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),chrF2 = 80.87
86,119,Mi ritengo una persona equa e senza pregiudizi,0,I consider myself a fair and unprejudiced person,0.5621,0.3182,0.315,0.0,0.685,0.3182,0.537,0.0,0.463,0.5621,0.7,0.9,0.7,0.9, NEGATIVE (0.596), POSITIVE (0.9871),0.7,0.9,0.7,0.9,I consider myself a fair and unprejudiced person,I consider myself a fair person without prejudices,0.5621,0.3182,False,True,I consider myself a fair person without prejudices,BLEU = 54.11 75.0/57.1/50.0/40.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),chrF2 = 68.55,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),chrF2 = 100.00
87,120,Non mi lascio mai influenzare da quello che pensano gli altri.,0,I never let myself be influenced by what other people think.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.125,0.375,0.0,0.0, POSITIVE (0.976), POSITIVE (0.9705),-0.125,0.375,0.0,0.0,I never let myself be influenced by what other people think.,I never let myself be influenced by what others think.,0.0,0.0,False,True,I never let myself be influenced by what others think.,BLEU = 67.04 83.3/72.7/60.0/55.6 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),chrF2 = 89.48,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),chrF2 = 100.00
88,121,Il film ha presentato l'argomento in una maniera molto logica e neutrale,0,The film presented the subject in a very logical and neutral way,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0791666666666666,0.3291666666666666,0.325,0.325, POSITIVE (0.9974), POSITIVE (0.9987),0.0791666666666666,0.3291666666666666,0.325,0.325,The film presented the subject in a very logical and neutral way,The film presented the topic in a very logical and neutral way,0.0,0.0,True,True,The film presented the subject in a very logical and neutral way,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),chrF2 = 100.00,BLEU = 73.49 91.7/81.8/70.0/55.6 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),chrF2 = 82.33
89,123,"Alla fine dei conti puoi fare quello che desideri, a me non interessa molto.",0,"At the end of the day, you can do whatever you want, I don't really care.",-0.3244,-0.3705,0.076,0.166,0.758,-0.3705,0.077,0.155,0.768,-0.3244,0.2,0.2,0.2,0.2, NEGATIVE (0.9999), NEGATIVE (0.9999),-0.1,0.2,0.2,0.2,"At the end of the day, you can do whatever you want, I don't really care.","At the end of the accounts you can do what you want, I don't care much.",-0.3244,-0.3705,True,False,"At the end of the day, you can do whatever you want, I don't really care.",BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 19 ref_len = 19),chrF2 = 100.00,BLEU = 46.26 83.3/58.8/43.8/26.7 (BP = 0.946 ratio = 0.947 hyp_len = 18 ref_len = 19),chrF2 = 60.75
90,125,Non ho preferenze su cosa fare stasera,0,I have no preference on what to do tonight,-0.296,-0.296,0.0,0.239,0.761,-0.296,0.0,0.239,0.761,-0.296,0.0,0.0,0.0,0.0, NEGATIVE (0.9961), NEGATIVE (0.9994),0.0,0.0,0.0,0.0,I have no preference on what to do tonight,I have no preferences on what to do tonight,-0.296,-0.296,True,True,I have no preference on what to do tonight,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),chrF2 = 100.00,BLEU = 59.69 88.9/75.0/57.1/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),chrF2 = 91.17
91,126,"Non ho mai favorito nessuno studente, per me sono tutti uguali",0,"I've never favored any student, they're all the same to me",-0.3252,-0.3252,0.0,0.189,0.811,-0.3252,0.0,0.175,0.825,-0.3252,-0.2,0.5125,-0.2,0.5125, NEGATIVE (0.9475), NEGATIVE (0.7685),-0.2,0.5125,-0.2,0.5125,"I've never favored any student, they're all the same to me","I have never favored any student, for me they are all the same",-0.3252,-0.3252,False,True,"I have never favored any student, for me they are all the same",BLEU = 36.96 75.0/54.5/40.0/22.2 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14),chrF2 = 73.58,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14),chrF2 = 100.00
92,127,Alcune persone non mostrano alcuna emozione,0,Some people don't show any emotion,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, NEGATIVE (0.9929), NEGATIVE (0.9874),0.0,0.0,0.0,0.0,Some people don't show any emotion,Some people do not show any emotion,0.0,0.0,True,True,Some people don't show any emotion,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00,BLEU = 30.74 71.4/50.0/20.0/12.5 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6),chrF2 = 86.32
93,129,"Sembra essere un tipo molto disinvolto, non si lasciare influenzare da nulla",0,"He seems to be a very casual guy, he doesn't let anything influence him.",0.2716,0.2716,0.149,0.0,0.851,0.2716,0.122,0.0,0.878,0.2716,-0.6500000000000001,1.0,-0.6500000000000001,1.0, POSITIVE (0.7872), POSITIVE (0.6068),-0.6500000000000001,1.0,-0.6500000000000001,1.0,"He seems to be a very casual guy, he doesn't let anything influence him.","It seems to be a very casual guy, he does not let himself be influenced by anything",0.2716,0.2716,True,False,"He seems to be a very casual guy, he doesn't let anything influence him.",BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 16 ref_len = 16),chrF2 = 100.00,BLEU = 47.36 61.1/47.1/43.8/40.0 (BP = 1.000 ratio = 1.125 hyp_len = 18 ref_len = 16),chrF2 = 74.25
94,131,I due si lasciarano senza emozione,0,The two leave without emotion,-0.0516,-0.0516,0.0,0.231,0.769,-0.0516,0.0,0.231,0.769,-0.0516,0.0,0.0,0.0,0.0, POSITIVE (0.6613), POSITIVE (0.6613),0.0,0.0,0.0,0.0,The two leave without emotion,The two leave without emotion,-0.0516,-0.0516,False,False,They bid goodbye without showing any emotion,BLEU = 8.52 40.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7),chrF2 = 34.23,BLEU = 8.52 40.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7),chrF2 = 34.23
95,133,In questo caso entrambe le parti hanno deciso di venire ad un compromesso,0,In this case both sides decided to come to a compromise,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.5808), POSITIVE (0.8226),0.0,0.0,0.0,0.0,In this case both sides decided to come to a compromise,In this case both sides have decided to come to a compromise,0.0,0.0,True,True,In this case both sides decided to come to a compromise,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),chrF2 = 100.00,BLEU = 73.49 91.7/81.8/70.0/55.6 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),chrF2 = 92.21
96,134,Dopo aver visto il film abbiamo scoperto che la protagonista era un aliena,0,After watching the film we discovered that the protagonist was an alien,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.25,0.75,-0.25,0.75, NEGATIVE (0.9661), NEGATIVE (0.9767),-0.25,0.75,-0.25,0.75,After watching the film we discovered that the protagonist was an alien,After seeing the film we discovered that the protagonist was an alien,0.0,0.0,True,False,After watching the film we discovered that the protagonist was an alien,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),chrF2 = 100.00,BLEU = 82.65 91.7/81.8/80.0/77.8 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),chrF2 = 87.46
97,135,La musica american attrae sempre molti giovani italiani,0,American music always attracts many young Italians,0.4019,0.4019,0.31,0.0,0.69,0.4019,0.31,0.0,0.69,0.4019,0.1999999999999999,0.3,0.1999999999999999,0.3, POSITIVE (0.9987), POSITIVE (0.9987),0.1999999999999999,0.3,0.1999999999999999,0.3,American music always attracts many young Italians,American music always attracts many young Italians,0.4019,0.4019,True,True,American music always attracts many young Italians,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00
98,136,Ieri sono andata a cena in un ristorante giapponese,0,Yesterday I went to dinner at a Japanese restaurant,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, NEGATIVE (0.58), POSITIVE (0.8285),0.0,0.0,0.0,0.0,Yesterday I went to dinner at a Japanese restaurant,Yesterday I went to dinner in a Japanese restaurant,0.0,0.0,True,True,Yesterday I went to dinner at a Japanese restaurant,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),chrF2 = 100.00,BLEU = 59.69 88.9/75.0/57.1/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),chrF2 = 88.69
99,137,Oggi sono andata dal dentista,0,Today I went to the dentist,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, NEGATIVE (0.8822), NEGATIVE (0.8822),0.0,0.0,0.0,0.0,Today I went to the dentist,Today I went to the dentist,0.0,0.0,True,True,Today I went to the dentist,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00
100,138,I miei amici sono venuti a farmi visita,0,My friends came to visit me,0.4767,0.4767,0.383,0.0,0.617,0.4767,0.383,0.0,0.617,0.4767,0.0,0.0,0.0,0.0, POSITIVE (0.9811), POSITIVE (0.9811),0.0,0.0,0.0,0.0,My friends came to visit me,My friends came to visit me,0.4767,0.4767,True,True,My friends came to visit me,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00
101,139,Ho mangiato una mela a colazione,0,I ate an apple for breakfast,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9546), POSITIVE (0.9546),0.0,0.0,0.0,0.0,I ate an apple for breakfast,I ate an apple for breakfast,0.0,0.0,True,True,I ate an apple for breakfast,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00
102,140,Lo studente ha finalmente finito la sua tesi,0,The student has finally finished his thesis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0, POSITIVE (0.9838), POSITIVE (0.8369),0.0,1.0,0.0,1.0,The student has finally finished his thesis,The student finally finished his thesis,0.0,0.0,False,False,The student has finally finished his dissertation,BLEU = 80.91 85.7/83.3/80.0/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 74.87,BLEU = 32.16 83.3/60.0/25.0/16.7 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7),chrF2 = 62.41
103,141,Domani partiamo per andare in Italia,0,Tomorrow we leave to go to Italy,-0.0516,-0.0516,0.0,0.167,0.833,-0.0516,0.0,0.167,0.833,-0.0516,0.0,0.0,0.0,0.0, NEGATIVE (0.5591), NEGATIVE (0.5591),0.0,0.0,0.0,0.0,Tomorrow we leave to go to Italy,Tomorrow we leave to go to Italy,-0.0516,-0.0516,True,True,Tomorrow we leave to go to Italy,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00
104,143,La settimana prossima non lavoro,0,I don't work next week,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, NEGATIVE (0.9951), NEGATIVE (0.9997),0.0,0.0,0.0,0.0,I don't work next week,Next week I don't work,0.0,0.0,True,False,I don't work next week,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00,BLEU = 42.73 80.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 75.90
105,144,Siamo ritornati ieri dall'Italia,0,We returned yesterday from Italy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, NEGATIVE (0.9646), NEGATIVE (0.9646),0.0,0.0,0.0,0.0,We returned yesterday from Italy,We returned yesterday from Italy,0.0,0.0,False,False,We came back yesterday from Italy,BLEU = 34.98 80.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),chrF2 = 63.01,BLEU = 34.98 80.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),chrF2 = 63.01
106,145,Oggi ho conosciuto il fidanzato di mia sorella,0,Today I met my sister's boyfriend,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9875), POSITIVE (0.9875),0.0,0.0,0.0,0.0,Today I met my sister's boyfriend,Today I met my sister's boyfriend,0.0,0.0,True,True,Today I met my sister's boyfriend,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00
107,146,Il dipartimento di italiano ha assunto un nuovo professore,0,The Department of Italian has hired a new professor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0681818181818181,0.2272727272727272,0.0681818181818181,0.2272727272727272, POSITIVE (0.9783), POSITIVE (0.991),0.0681818181818181,0.2272727272727272,0.0681818181818181,0.2272727272727272,The Department of Italian has hired a new professor,The Italian Department has taken on a new professor,0.0,0.0,True,False,The Department of Italian has hired a new professor,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),chrF2 = 100.00,BLEU = 21.93 77.8/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),chrF2 = 60.62
108,147,Ho comprato una nuova borsa,0,I bought a new bag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1363636363636363,0.4545454545454545,0.1363636363636363,0.4545454545454545, NEGATIVE (0.683), NEGATIVE (0.683),0.1363636363636363,0.4545454545454545,0.1363636363636363,0.4545454545454545,I bought a new bag,I bought a new bag,0.0,0.0,True,True,I bought a new bag,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00
109,148,Ieri sera non ho cenato,0,I didn't have dinner last night.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666, NEGATIVE (0.7894), NEGATIVE (0.7398),0.0,0.0666666666666666,0.0,0.0666666666666666,I didn't have dinner last night.,I didn't have dinner last night,0.0,0.0,True,True,I didn't have dinner last night.,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00,BLEU = 84.65 100.0/100.0/100.0/100.0 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7),chrF2 = 96.69
110,149,Ci sono molti parchi nel mio vicinato,0,There are many parks in my neighborhood,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5, POSITIVE (0.9989), POSITIVE (0.9989),0.5,0.5,0.5,0.5,There are many parks in my neighborhood,There are many parks in my neighborhood,0.0,0.0,True,True,There are many parks in my neighborhood,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00
111,152,Il mio amico ha scritto quattro libri su Dante,0,My friend wrote four books about Dante,0.4939,0.4939,0.348,0.0,0.652,0.4939,0.348,0.0,0.652,0.4939,0.0,0.0,0.0,0.0, POSITIVE (0.9974), POSITIVE (0.9985),0.0,0.0,0.0,0.0,My friend wrote four books about Dante,My friend wrote four books on Dante,0.4939,0.4939,False,True,My friend wrote four books on Dante,BLEU = 64.35 85.7/66.7/60.0/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 81.27,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),chrF2 = 100.00
112,153,Abbiamo comprato una nuova macchina,0,We bought a new car,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1363636363636363,0.4545454545454545,0.1363636363636363,0.4545454545454545, POSITIVE (0.9949), POSITIVE (0.9949),0.1363636363636363,0.4545454545454545,0.1363636363636363,0.4545454545454545,We bought a new car,We bought a new car,0.0,0.0,True,True,We bought a new car,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00
113,154,Marco e Giulia arrivano domani,0,Marco and Giulia arrive tomorrow,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9932), POSITIVE (0.9932),0.0,0.0,0.0,0.0,Marco and Giulia arrive tomorrow,Marco and Giulia arrive tomorrow,0.0,0.0,True,True,Marco and Giulia arrive tomorrow,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00
114,155,Filippo ha sette anni,0,Philip is seven years old,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,0.1,0.2, POSITIVE (0.6268), POSITIVE (0.6529),0.1,0.2,0.1,0.2,Philip is seven years old,Filippo is seven years old,0.0,0.0,False,True,Filippo is seven years old,BLEU = 66.87 80.0/75.0/66.7/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 72.52,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 100.00
115,156,Il sei settembre inizia la scuola,0,"On September 6, school begins",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9645), POSITIVE (0.9636),0.0,0.0,0.0,0.0,"On September 6, school begins",Six September begins school,0.0,0.0,False,False,School begins on September six.,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 66.34,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),chrF2 = 54.21
116,157,Giovanna ha scelto di giocare a calcio,0,Giovanna chose to play football,0.34,0.34,0.375,0.0,0.625,0.34,0.375,0.0,0.625,0.34,0.0,0.0,0.0,0.0, POSITIVE (0.8796), POSITIVE (0.8796),0.0,0.0,0.0,0.0,Giovanna chose to play football,Giovanna chose to play football,0.34,0.34,False,False,Giovanna chose to play soccer,BLEU = 66.87 80.0/75.0/66.7/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 72.55,BLEU = 66.87 80.0/75.0/66.7/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),chrF2 = 72.55
117,158,Ieri siamo andati allo stadio a vedere una partita di calcio,0,Yesterday we went to the stadium to watch a football match,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9109), POSITIVE (0.8358),0.0,0.0,0.0,0.0,Yesterday we went to the stadium to watch a football match,Yesterday we went to the stadium to see a football match,0.0,0.0,False,False,Yesterday we went to the stadium to watch a soccer game,BLEU = 78.61 81.8/80.0/77.8/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),chrF2 = 76.83,BLEU = 59.00 72.7/60.0/55.6/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),chrF2 = 68.35
118,159,A dicembre vado in Italia,0,I'm going to Italy in December,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9077), POSITIVE (0.5516),0.0,0.0,0.0,0.0,I'm going to Italy in December,In December I go to Italy,0.0,0.0,True,False,I'm going to Italy in December,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 100.00,BLEU = 17.97 50.0/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 53.02
119,160,In estate siamo stati al lago,0,In the summer we stayed at the lake,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.5117), POSITIVE (0.5117),0.0,0.0,0.0,0.0,In the summer we stayed at the lake,In the summer we stayed at the lake,0.0,0.0,False,False,In the summer we went to the lake,BLEU = 41.11 75.0/57.1/33.3/20.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),chrF2 = 64.60,BLEU = 41.11 75.0/57.1/33.3/20.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),chrF2 = 64.60
120,161,Ho cucinato pasta al sugo,0,I cooked pasta with gravy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, POSITIVE (0.9996), POSITIVE (0.985),0.0,0.0,0.0,0.0,I cooked pasta with gravy,I cooked pasta pasta,0.0,0.0,False,False,I cooked pasta with tomatoe sauce,BLEU = 54.75 80.0/75.0/66.7/50.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),chrF2 = 56.43,BLEU = 36.06 75.0/66.7/50.0/50.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),chrF2 = 43.05
121,162,Abbiamo deciso di cambiare casa,0,We decided to change homes.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, NEGATIVE (0.9076), NEGATIVE (0.9718),0.0,0.0,0.0,0.0,We decided to change homes.,We decided to change the house,0.0,0.0,False,False,We decided to move,BLEU = 30.21 50.0/40.0/25.0/16.7 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4),chrF2 = 63.81,BLEU = 30.21 50.0/40.0/25.0/16.7 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4),chrF2 = 60.04
122,163,Giocare a calcio aiuta a stare in forma,0,Playing football helps you stay fit,0.7579,0.7096,0.697,0.0,0.303,0.7096,0.714,0.0,0.286,0.7579,0.4,0.4,0.4,0.4, POSITIVE (0.9969), POSITIVE (0.9883),0.4,0.4,0.4,0.4,Playing football helps you stay fit,Play football helps to stay fit,0.7579,0.7096,False,False,Plauing soccer helps to stay fit,BLEU = 17.97 50.0/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 36.93,BLEU = 50.81 66.7/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),chrF2 = 51.51
